,Player ID,Season,Team ID,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
168,7e5b8212-df93-4069-b3f0-be4b5cb47389,2013,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,1,0,0,0,0,1,0,0
169,82bce0be-9a87-4b6d-a85b-623bf8d1674e,2013,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,1,4,1,0,0,0,0,0,0,0
170,c88d9352-b835-45ed-a909-1cfec09a58bc,2013,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,3,0,0,0,0,2,0,0,0
171,e0a63251-5428-43a1-88c1-c000215ac5ce,2013,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,1,0,0,0
172,618bedee-9259-4536-b0ff-fec98d2a20de,2014,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
173,7d80b51f-1462-442e-aa7f-8c320a62deed,2014,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
174,8fc65820-f565-44e2-8635-3e1cdf165bf6,2014,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,2,0,0,0,0,0,0,0
175,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,2014,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,1,0,0,0
176,04ca4fb9-194e-47fe-8fc8-adb5790a8e78,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,0,0,0,0,2,0,0
177,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,7,4,0,0,0,0,2,0,0
178,5812204c-6dae-4450-8011-99e0f72864ac,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,9,2,0,0,0,1,4,0,-10
179,90908a56-901b-466d-8689-943075da96fe,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,1,0,0,0,0,0,0,0,0,0
180,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,0,0,0,0
181,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,0,0,0,0,1,0,0
182,a212c5d8-67f8-48b9-99be-2c121ee56366,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,3,3,0,0,0,0,1,0,0
183,b37b5be9-4771-4368-988f-fb936f4fc0ad,2014,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,1,0,0,0,0,0,0,0
184,4a38cda2-e92f-47f8-b324-0c34e09d83f2,2014,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,1,0,0,0,0,0,0,0,0,0
185,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,2014,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,1,0,0,0,1,1,0,0
186,769d7178-df4e-4127-8166-8116165921e8,2014,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,0,0,0,0,0,0,0,0
187,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,2014,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,1,8,3,0,0,0,0,5,0,-21
188,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,3,0,0,0,0,0,2,0,0
189,39f70428-a78a-494c-8676-438d953c289e,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,1,0,0
190,41c44740-d0f6-44ab-8347-3b5d515e5ecf,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,6,3,0,0,0,0,1,0,-4
191,5707d2b0-ea9e-4a5e-8289-9d52197301d9,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
192,9d04accc-a404-406f-b93c-0878410e55a6,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,0,0,0,0,0,1,0,0
193,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,2014,97354895-8c77-4fd4-a860-32e62ea7382a,0,1,0,0,0,0,0,0,0,0,0
194,1726a359-9444-4761-a1f2-cb35ee6fa60e,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,1,0,0
195,24cf6148-f0af-4103-a215-e06956764953,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,1,0,0,0,0,0,0,0,0,0
196,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,2,1,0,0,0,0,1,0,0
197,59fc3367-5514-4616-a93c-06e4365b2293,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,5,2,0,0,0,2,0,0,0
198,b44773b9-af17-4d6c-a453-132e20849712,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,0,0,0,0,0,2,0,0
199,c0968ade-8af6-49f3-b812-bf15b6379334,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,1,0,0,0,0,0,0,0,0,0
200,c9701373-23f6-4058-9189-8d9c085f3c49,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,2,0,0,0,0,0,0,0
201,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,2014,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,2,0,0,0,0,1,0,-5
202,40cd928f-f228-4ffd-8179-b27a12e14a44,2014,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,3,2,0,0,0,0,2,0,0
203,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2014,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,1,2,0,1,0,0,0,1,0,0
204,af4ba620-2f00-4b00-9111-7897f2b1cde8,2014,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,4,1,0,0,0,0,2,0,-10
205,b228c353-bb1f-4ba8-aa6d-d18ecf297259,2014,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,0,0,0,0,1,0,0
206,64797df2-efd3-4b27-86ee-1d48f7edb09f,2014,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,5,0,0,0,0,1,3,0,-5
207,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,2014,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,2,2,0,0,0,0,0,0,0
208,16e33176-b73e-49b7-b0aa-c405b47a706e,2014,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,2,0,0,0,0,0,0,0
209,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2014,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,1,1,1,0,0,0,0,0,0,0
210,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2014,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,9,5,0,0,0,0,2,0,-41
211,f5d20030-d934-45e3-8282-e34c6c83ad84,2014,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,0,0,0
212,b8426cea-f8b9-4061-8d56-e70d1230103e,2014,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,1,3,1,0,0,0,1,0,0,0
213,cc745cc3-d52a-454b-98c8-ac9155a9405c,2014,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,1,1,0,0,0,0,0,1,0,0
214,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,2014,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,13,6,0,0,0,0,4,0,-30
215,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,2014,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,7,1,0,0,0,0,3,0,-6
216,f55053e4-4bfd-495d-981a-d62e3662f01b,2014,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
217,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,2014,82d2d380-3834-4938-835f-aec541e5ece7,0,0,5,1,0,0,0,0,4,0,-7
218,1b3d350a-478b-4542-a430-d12cc96adc22,2014,82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,1,0,0,0,0,0,0,0
219,5c48ade7-4b9a-4757-9643-87a6e3839e2b,2014,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,1,0,0,1,1,0,0
220,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,2014,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,0,0,0,0,1,0,-8
221,cbf1cdba-d165-45f7-a695-5e0971dd9042,2014,82d2d380-3834-4938-835f-aec541e5ece7,0,0,0,0,1,0,0,0,1,0,0
222,441e8866-33f1-4820-9fa3-3aa2c7535975,2014,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,0,0,0,0
223,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,2014,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,2,0,0,0,0,0,3,0,0
224,f636d7ce-05f9-43d7-b63f-351acb5c2a70,2014,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,0,0,0,0,0,0,1,0,0
225,f7841baa-9284-4c03-b698-442570651c6c,2014,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,0,0,0,0
226,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2014,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,0,0,0,0
227,2958ea86-e2dc-4719-93e5-cc9d093ca963,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,1,0,0,0,0,0,0,0,0,0
228,2fda010a-8c62-4c07-b601-4ba03f57e6af,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,4,1,0,0,0,1,2,0,0
229,35823109-daf1-4825-92b8-564271398ecb,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,1,0,0
230,aca06a5e-0e3a-4285-a025-199f8fa0376f,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,5,3,0,0,0,0,1,0,0
231,c3859e06-5f23-4302-a71b-04820a899d5f,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,4,3,0,0,0,1,1,1,0
232,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,2,0,0,1,0,0,0,0,0,0
233,1f09583f-dcc1-43e8-a7fc-f063d2c96508,2014,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,3,1,0,0,0,0,1,0,0
234,540f8b30-900e-4d17-8756-c262ba5fa039,2014,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,0,0,0
235,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,2014,1c1cec48-6352-4556-b789-35304c1a6ae1,0,1,0,0,0,0,0,0,0,0,0
236,9f026fc0-4449-4dc5-a226-2e2830619381,2014,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,10,4,0,0,0,0,4,0,-30
237,01291a8d-d97c-4d88-b497-b5ad4b72f626,2014,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,0,0,0,0,0,0,0,-5
238,5ed2cea8-e0c6-482c-9ee1-548c06612226,2014,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,4,2,0,0,0,1,1,0,0
239,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,2014,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,2,2,0,0,0,0,0,0,0
240,955093e0-39aa-48b4-b34d-259b369e6535,2014,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,1,0,0,0,0,0,0,0,0,0
241,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,4,1,0,0,0,0,2,0,-7
242,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,4,3,0,0,0,1,0,0,0
243,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,4,3,0,0,0,0,1,0,0
244,de3421f7-2147-4835-89a5-724e87bad463,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,1,0,9,0,0,0,0
245,e6c40f79-1bbd-4f62-9391-7f535f110c0d,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,7,3,0,0,0,0,3,0,-31
246,354dec38-b88b-4ba0-8974-859123f27c45,2014,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,1,1,0,0,0,0,0,0,0
247,6cb6226e-f08c-4192-95f1-69709ed686c6,2014,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,7,4,0,0,0,0,0,0,0
248,3699dfd9-d437-43f7-b674-adbb31e7e64b,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,6,1,0,0,0,0,2,0,-1
249,38f5843a-8318-4eb7-b517-c83d415e77a4,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,1,1,0,0,0,0,0,0
250,518c96c5-65bb-4559-8074-9cdb2ca32f99,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,1,0,0,0,0,0,0,0
251,8dfb370d-460c-4bfc-9d62-888687248783,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,9,4,0,0,0,1,3,0,-7
252,9691f874-be36-4529-a7eb-dde22ee4a848,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,4,2,0,0,0,0,2,0,0
253,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,1,0,0
254,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,2,0,0,0,0,0,0,0
255,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,0,0,0,0,0,1,0,0
256,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,1,0,0,0,0,1,0,0
257,3d94860c-82db-43fd-aa99-3b72390111a4,2014,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,2,0,0,0,0,0,0,0,0,0
258,5c529c33-8a1d-413a-b635-880ac86f30c1,2014,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,1,0,0,0
259,bbca096b-fd15-498a-86c2-feb44737363f,2014,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,1,1,1,0,0,0,0,1,0,0
260,ade43b1a-0601-4672-83b6-d246bc066a19,2014,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,8,3,0,0,0,0,3,0,-5
261,c88d9352-b835-45ed-a909-1cfec09a58bc,2014,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,0,0,0,0,0,0,0,0
262,0ce48193-e2fa-466e-a986-33f751add206,2014,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,10,2,0,0,0,0,5,0,-16
263,3283f152-d373-43b3-b88f-f6f261c48e81,2014,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,3,2,0,0,0,0,1,0,0
264,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,2014,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,1,0,0
265,e00b3426-238b-4bdb-85c3-bbf08b7469e3,2014,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,1,0,0
266,1059e9dc-97df-4643-9116-883a0573d8b1,2014,33405046-04ee-4058-a950-d606f8c30852,0,0,1,0,0,0,0,1,0,0,0
267,8263e101-aa33-435f-bf0f-388e1c4eeb59,2014,33405046-04ee-4058-a950-d606f8c30852,0,0,3,0,0,0,0,0,2,0,-29
268,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,2014,33405046-04ee-4058-a950-d606f8c30852,0,0,3,0,0,0,0,0,1,0,0
269,da85107c-365c-4d58-90ab-479d97d798b4,2014,33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
270,5b712aed-201c-43dd-b978-b7b6ef91178e,2014,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,1,0,0,0,0,0,0,0,0,0
271,a261fd0a-b096-4db7-bd51-2f13bde485da,2014,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,10,4,0,0,0,0,5,0,-3
272,e1235f1e-26ce-438c-8168-3b1ded4ab893,2014,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,2,0,0,0,0,0,3,0,-8
273,e78261de-af00-4530-824c-500addbe9f98,2014,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,0,0,0
274,0b3217b9-ba37-4222-95cb-a7a222441e8b,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,2,1,0,0,0,0,1,0,0
275,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,1,0,0,0,0,0,0,0
276,349f647e-bfc3-4d84-af89-b33f8a08e26e,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,0,0,0,0,1,0,0
277,67d56171-7522-430c-b7d9-8f7e2b6624d3,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,1,0,0,0,0,1,0,0
278,7e648a0b-fdc8-4661-a587-5826f2cac11b,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,5,2,0,0,0,0,0,0,-3
279,91a95850-9514-49d5-b2b0-f8e21156daa0,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,0,1,1,0,1,0,0,0,1,0,0
280,214e55e4-a089-412d-9598-a16495df0d25,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,9,5,0,0,0,0,3,0,-10
281,2ef5aed5-9859-4102-8bf4-99d6a6ae22ba,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
282,46bb9a85-523c-4530-95c3-2c2a9737e65f,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,0,0,0,0,0,1,0,0
283,587d0a98-7ec5-45a5-adba-8af26e8f256b,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,0,0,0,0,0,2,0,-4
284,63f8a401-f308-4463-9d0b-4335b98da682,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,1,0,0,0,0,0,0
285,72fbe462-91c5-4c84-9640-e8ad7cad6447,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,2,0,0,0,0,0,2,0,-10
286,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,2,1,0,0,0,0,1,0,0
287,4734f8dc-2ca4-4437-88f2-c8b8974abefc,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,1,0,0,0
288,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,2,0,0,0,0,0,0,0
289,b6b954eb-4591-4b7a-86b9-a481f15fdd58,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,0,0,0,0
290,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,7,3,0,0,0,0,4,0,-22
291,f336567d-44a9-4245-8452-1dd485fd70fb,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,3,1,0,0,0,1,0,0,0
292,fd85786d-3900-4dc0-9b30-334ee30413ed,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,1,2,2,0,0,0,0,0,0,0
293,3a29784c-832f-4e41-a4ac-71d4f9ad410c,2014,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
294,617435c6-4a3f-4689-ab15-44bd93b33615,2014,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,1,0,0
295,6a2b129d-a9e5-4131-b491-82269b323f77,2014,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,2,0,0,0,0,0,0,0
296,8f24a248-b328-43ec-8677-67600e42a8f7,2014,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
297,d3fab07b-f02a-433d-9612-cb0a751f324d,2014,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,1,0,0
298,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,2014,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,0,0,0,0
299,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2014,de760528-1dc0-416a-a978-b510d20692ff,0,0,2,0,0,0,0,0,1,0,0
300,471dbe81-54c4-4b52-8bd1-4933c9800e1f,2014,de760528-1dc0-416a-a978-b510d20692ff,0,0,3,1,0,0,0,0,2,0,0
301,51952c7b-11c5-4229-baf9-08d4694cc2ad,2014,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,1,0,0,0
302,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,2014,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
303,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,1,0,0
304,409d4cac-ee90-4470-9710-ebe671678339,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,11,0,0,0,0,0,6,0,-4
305,40cda44b-2ee3-4ad1-834e-995e30db84d4,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,1,0,0,0,0,0,0
306,63fd9abe-4bdf-4611-9497-0c67e030ce01,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,1,0,0,0,0,0,0,0
307,7e5b8212-df93-4069-b3f0-be4b5cb47389,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,1,0,0,0,0,0,0,0,0,0
308,82bce0be-9a87-4b6d-a85b-623bf8d1674e,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,3,2,0,0,0,0,1,0,0
309,cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,0,1,0,0
310,cf8e8522-6220-4612-a8a1-72c496dac536,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,1,0,0,0
311,04ca4fb9-194e-47fe-8fc8-adb5790a8e78,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,1,0,0
312,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,2,0,0,0,0,2,0,6
313,618bedee-9259-4536-b0ff-fec98d2a20de,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,1,0,0,0,1,0,0,0
314,7f3ef024-eb34-46af-8b9e-544cdf09378f,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,9,1,0,0,0,1,3,0,0
315,8fc65820-f565-44e2-8635-3e1cdf165bf6,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,1,0,0,0,0,0,0,0,0,0
316,d08da2a3-8296-4038-bb46-ab1feca4bbd4,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
317,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,1,0,0,0
318,5812204c-6dae-4450-8011-99e0f72864ac,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,10,3,0,0,0,3,5,0,-15
319,90908a56-901b-466d-8689-943075da96fe,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,1,0,0,0,0,1,0,0
320,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,0
321,a212c5d8-67f8-48b9-99be-2c121ee56366,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,1,0,0
322,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,5,2,0,0,0,0,2,0,-32
323,4a38cda2-e92f-47f8-b324-0c34e09d83f2,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,0,0,0,0,1,2,0,0
324,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,4,2,0,0,0,1,0,0,0
325,769d7178-df4e-4127-8166-8116165921e8,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,0,0,0,0,0,1,0,0
326,bbca096b-fd15-498a-86c2-feb44737363f,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,1,3,2,1,0,8,1,1,0,0
327,2142a164-48ad-47d6-bb27-0bc58c6b2e62,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,1,0,0
328,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,1,0,0
329,41c44740-d0f6-44ab-8347-3b5d515e5ecf,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,6,2,0,0,0,0,2,0,0
330,973bfe3c-6d0d-4130-a79c-f860650b1da6,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
331,b25ba2bd-80bd-4295-9034-cf9242fb207b,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,2,1,0,0,0,0,0,0,0
332,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,1,0,0,0,0,0,0,0,0,0
333,f5d20030-d934-45e3-8282-e34c6c83ad84,2015,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,0,0,0,0,0,1,0,0
334,14ecf9dd-3a77-4847-8e62-407cd1182f1c,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,1,0,0
335,1726a359-9444-4761-a1f2-cb35ee6fa60e,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,2,0,0,0,0,1,0,0,0
336,24cf6148-f0af-4103-a215-e06956764953,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,2,0,0,0,0,0,3,0,6
