,Player ID,Season,Rec Air Yards,Team ID,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
136,bd413539-9351-454e-9d61-4e8635d7e9f5,2013,6,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,3.8,0,0,0,8,0,5,2,7,0,19,13,0
137,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2013,185,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,10.655,0,0,9,27,11,29,10,64,1,309,124,0
138,cc745cc3-d52a-454b-98c8-ac9155a9405c,2013,15,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,20.0,0,0,0,20,20,1,0,2,1,20,5,0
139,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,2013,134,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,14.36,0,0,4,41,13,25,10,47,4,359,225,0
140,5c48ade7-4b9a-4757-9643-87a6e3839e2b,2013,621,82d2d380-3834-4938-835f-aec541e5ece7,15.423,0,0,1,66,29,52,11,91,2,802,181,0
141,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,2013,146,82d2d380-3834-4938-835f-aec541e5ece7,12.842,0,0,1,40,2,19,1,28,1,244,98,0
142,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,2013,-6,d26a1ca5-722d-4274-8f97-c92e49c96315,0.0,0,0,0,0,0,1,1,1,0,0,6,0
143,441e8866-33f1-4820-9fa3-3aa2c7535975,2013,531,d26a1ca5-722d-4274-8f97-c92e49c96315,11.479,0,0,8,45,10,94,8,140,2,1079,548,0
144,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,2013,398,d26a1ca5-722d-4274-8f97-c92e49c96315,9.517,0,0,5,33,26,60,17,86,6,571,173,0
145,f636d7ce-05f9-43d7-b63f-351acb5c2a70,2013,263,d26a1ca5-722d-4274-8f97-c92e49c96315,19.667,0,0,5,57,54,18,4,42,4,354,91,0
146,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2013,733,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,15.543,0,0,9,78,78,92,19,142,14,1430,697,0
147,6ef43c53-53d7-4b0f-ad99-17664d663ae8,2013,28,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,5.0,0,0,1,10,0,9,2,12,0,45,17,0
148,f7841baa-9284-4c03-b698-442570651c6c,2013,0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
149,2fda010a-8c62-4c07-b601-4ba03f57e6af,2013,-5,6680d28d-d4d2-49f6-aace-5292d3ec02c2,-4.0,0,0,0,-4,0,1,0,1,0,-4,1,0
150,aca06a5e-0e3a-4285-a025-199f8fa0376f,2013,36,6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.9,0,0,10,71,71,70,17,104,7,693,657,0
151,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2013,-7,6680d28d-d4d2-49f6-aace-5292d3ec02c2,8.611,0,0,1,26,12,18,7,24,1,155,162,0
152,26b9c11d-c557-4bef-b990-65498858df47,2013,72,1c1cec48-6352-4556-b789-35304c1a6ae1,11.444,0,0,3,29,0,9,0,17,0,103,31,0
153,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,2013,13,1c1cec48-6352-4556-b789-35304c1a6ae1,9.0,0,0,1,25,0,7,0,11,0,63,50,0
154,996974b8-2e0a-47d9-90a7-c3455192d06b,2013,320,1c1cec48-6352-4556-b789-35304c1a6ae1,17.24,0,0,2,40,6,25,6,52,1,431,111,0
155,adadafa1-dc37-486d-8538-7db1e1b5f71e,2013,15,1c1cec48-6352-4556-b789-35304c1a6ae1,27.5,0,0,0,52,0,2,0,3,0,55,40,0
156,d2cad5f8-b35f-4cf4-9567-57c387ba6225,2013,574,1c1cec48-6352-4556-b789-35304c1a6ae1,14.8,0,0,4,66,48,60,10,99,4,888,314,0
157,3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e,2013,532,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,16.727,0,0,4,82,82,44,9,74,5,736,204,0
158,433587a5-dabc-4b1b-9545-66e570f806a7,2013,97,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,14.889,0,0,1,25,24,9,4,15,2,134,37,0
159,5ed2cea8-e0c6-482c-9ee1-548c06612226,2013,44,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,8.889,0,0,3,24,24,9,2,14,2,80,36,0
160,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,2013,185,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,9.436,0,0,1,23,9,39,7,54,2,368,183,0
161,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2013,-49,386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.365,0,0,3,70,25,52,5,64,2,539,588,0
162,3e618eb6-41f2-4f20-ad70-2460f9366f43,2013,845,386bdbf9-9eea-4869-bb9a-274b0bc66e80,16.244,0,0,5,61,61,82,10,125,9,1332,487,0
163,de3421f7-2147-4835-89a5-724e87bad463,2013,311,386bdbf9-9eea-4869-bb9a-274b0bc66e80,13.028,0,0,2,38,24,36,6,56,4,469,158,0
164,38f5843a-8318-4eb7-b517-c83d415e77a4,2013,29,22052ff7-c065-42ee-bc8f-c4691c50e624,12.75,0,0,0,25,0,4,3,8,0,51,22,0
165,518c96c5-65bb-4559-8074-9cdb2ca32f99,2013,171,22052ff7-c065-42ee-bc8f-c4691c50e624,9.536,0,0,3,33,19,28,9,50,3,267,96,0
166,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,2013,685,22052ff7-c065-42ee-bc8f-c4691c50e624,11.912,0,0,11,53,53,113,19,181,5,1346,661,0
167,b030b668-0f41-484f-8e94-9fc576b8af63,2013,279,22052ff7-c065-42ee-bc8f-c4691c50e624,20.278,0,0,3,62,45,18,2,46,2,365,86,0
168,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2013,-1,22052ff7-c065-42ee-bc8f-c4691c50e624,8.667,0,0,2,17,0,9,1,12,0,78,79,0
169,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,2013,251,22052ff7-c065-42ee-bc8f-c4691c50e624,11.089,0,0,4,38,11,45,7,60,3,499,248,0
170,c87f0526-a85d-439d-a447-070c66ede612,2013,14,22052ff7-c065-42ee-bc8f-c4691c50e624,5.0,0,0,0,6,0,3,0,11,0,15,1,0
171,5c529c33-8a1d-413a-b635-880ac86f30c1,2013,1006,7b112545-38e6-483c-a55c-96cf6ee49cb8,15.966,0,0,5,80,80,89,19,150,7,1421,415,0
172,bbca096b-fd15-498a-86c2-feb44737363f,2013,1012,7b112545-38e6-483c-a55c-96cf6ee49cb8,12.95,0,0,15,44,34,100,22,163,12,1295,283,0
173,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,2013,9,c5a59daa-53a7-4de0-851f-fb12be893e9e,6.5,0,0,1,8,0,4,1,8,0,26,17,0
174,3283f152-d373-43b3-b88f-f6f261c48e81,2013,258,a20471b4-a8d9-40c7-95ad-90cc30e46932,13.968,0,0,1,48,48,31,9,47,4,433,175,0
175,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,2013,906,a20471b4-a8d9-40c7-95ad-90cc30e46932,15.459,0,0,7,76,76,85,22,127,8,1314,408,0
176,1059e9dc-97df-4643-9116-883a0573d8b1,2013,194,33405046-04ee-4058-a950-d606f8c30852,10.433,0,0,1,31,31,30,4,46,3,313,119,0
177,250199f2-1387-4b55-b96f-17fedea6db7f,2013,30,33405046-04ee-4058-a950-d606f8c30852,6.6,0,0,0,15,0,5,2,11,0,33,3,0
178,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,2013,316,33405046-04ee-4058-a950-d606f8c30852,16.692,0,0,1,42,38,26,2,43,3,434,118,0
179,8c5067dc-1617-42fa-82eb-0596392ab20a,2013,3,33405046-04ee-4058-a950-d606f8c30852,8.0,0,0,0,8,0,1,0,3,0,8,5,0
180,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,2013,14,33405046-04ee-4058-a950-d606f8c30852,5.897,0,0,3,22,4,29,7,40,1,171,157,0
181,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,2013,21,33405046-04ee-4058-a950-d606f8c30852,12.2,0,0,1,17,12,5,3,10,1,61,40,0
182,da85107c-365c-4d58-90ab-479d97d798b4,2013,193,33405046-04ee-4058-a950-d606f8c30852,10.422,0,0,5,79,79,45,12,77,4,469,276,0
183,5c2a0c83-e18a-43dd-bd65-704771157e42,2013,9,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,5.5,0,0,4,13,0,12,2,24,0,66,57,0
184,0b3217b9-ba37-4222-95cb-a7a222441e8b,2013,335,e6aa13a4-0055-48a9-bc41-be28dc106929,14.146,0,0,5,81,81,41,9,60,2,580,245,0
185,349f647e-bfc3-4d84-af89-b33f8a08e26e,2013,13,e6aa13a4-0055-48a9-bc41-be28dc106929,6.125,0,0,0,12,0,8,0,10,0,49,36,0
186,67d56171-7522-430c-b7d9-8f7e2b6624d3,2013,27,e6aa13a4-0055-48a9-bc41-be28dc106929,5.0,0,0,0,12,3,11,6,14,2,55,28,0
187,91a95850-9514-49d5-b2b0-f8e21156daa0,2013,-21,e6aa13a4-0055-48a9-bc41-be28dc106929,6.558,0,0,1,22,19,52,8,62,2,341,362,0
188,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2013,345,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,15.444,0,0,3,47,47,36,5,68,5,556,211,0
189,5707d2b0-ea9e-4a5e-8289-9d52197301d9,2013,370,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,12.796,0,0,8,79,79,49,7,85,5,627,257,0
190,587d0a98-7ec5-45a5-adba-8af26e8f256b,2013,488,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,11.178,0,0,5,31,15,73,18,111,6,816,328,0
191,5ec072b3-2837-4cf1-bb4f-ecd873949626,2013,-5,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,3.5,0,0,1,5,0,2,1,3,0,7,12,0
192,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,2013,2,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,6.286,0,0,0,16,0,7,0,7,0,44,42,0
193,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2013,86,0d855753-ea21-4953-89f9-0e20aff9eb73,8.507,0,0,0,48,28,71,8,89,2,604,518,0
194,4734f8dc-2ca4-4437-88f2-c8b8974abefc,2013,444,0d855753-ea21-4953-89f9-0e20aff9eb73,20.031,0,0,1,76,76,32,2,50,5,641,197,0
195,687cdc33-bd0d-4b70-adb3-33f97dc26a3c,2013,11,0d855753-ea21-4953-89f9-0e20aff9eb73,7.333,0,0,1,9,3,6,2,10,1,44,33,0
196,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,2013,-1,0d855753-ea21-4953-89f9-0e20aff9eb73,2.5,0,0,0,3,3,2,1,2,1,5,6,0
197,d81844de-54c3-42ee-9850-072dc4131b6f,2013,132,0d855753-ea21-4953-89f9-0e20aff9eb73,11.895,0,0,0,32,4,19,4,30,2,226,94,0
198,f336567d-44a9-4245-8452-1dd485fd70fb,2013,-8,0d855753-ea21-4953-89f9-0e20aff9eb73,9.714,0,0,1,23,0,7,0,11,0,68,76,0
199,fd85786d-3900-4dc0-9b30-334ee30413ed,2013,818,0d855753-ea21-4953-89f9-0e20aff9eb73,14.128,0,0,6,56,56,86,25,143,16,1215,397,0
200,0a95e792-6455-4927-9539-f95fa7f41fbb,2013,586,f0e724b0-4cbf-495a-be47-013907608da9,16.346,0,0,5,64,64,52,18,84,13,850,264,0
201,16cc9ade-f9ad-4d32-b5b9-d7568ee80f58,2013,16,f0e724b0-4cbf-495a-be47-013907608da9,19.0,0,0,0,30,0,2,0,4,0,38,22,0
202,6a2b129d-a9e5-4131-b491-82269b323f77,2013,40,f0e724b0-4cbf-495a-be47-013907608da9,8.813,0,0,1,29,0,16,2,26,0,141,101,0
203,8f24a248-b328-43ec-8677-67600e42a8f7,2013,72,f0e724b0-4cbf-495a-be47-013907608da9,14.875,0,0,3,25,0,8,1,19,0,119,47,0
204,fe767946-236d-4c04-9c59-5e3edd51acfe,2013,147,f0e724b0-4cbf-495a-be47-013907608da9,14.947,0,0,1,60,4,19,5,33,1,284,137,0
205,471dbe81-54c4-4b52-8bd1-4933c9800e1f,2013,759,de760528-1dc0-416a-a978-b510d20692ff,16.015,0,0,5,91,91,65,13,112,5,1041,282,0
206,51952c7b-11c5-4229-baf9-08d4694cc2ad,2013,108,de760528-1dc0-416a-a978-b510d20692ff,12.727,0,0,0,32,8,11,1,18,1,140,32,0
207,9691f874-be36-4529-a7eb-dde22ee4a848,2013,358,de760528-1dc0-416a-a978-b510d20692ff,10.953,0,0,2,34,34,43,6,76,2,471,113,0
208,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,2013,619,de760528-1dc0-416a-a978-b510d20692ff,11.634,0,0,1,75,75,82,24,134,10,954,335,0
209,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,2013,94,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,13.6,0,0,2,39,39,20,0,28,1,272,178,0
210,63fd9abe-4bdf-4611-9497-0c67e030ce01,2013,-4,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,7.5,0,0,1,19,0,8,1,12,0,60,64,0
211,7e5b8212-df93-4069-b3f0-be4b5cb47389,2013,309,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,15.727,0,0,3,43,43,22,10,38,4,346,37,0
212,82bce0be-9a87-4b6d-a85b-623bf8d1674e,2013,32,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,8.778,0,0,1,55,7,36,4,44,2,316,284,0
213,c88d9352-b835-45ed-a909-1cfec09a58bc,2013,424,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,14.031,0,0,3,80,80,64,7,98,5,898,474,0
214,e0a63251-5428-43a1-88c1-c000215ac5ce,2013,16,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,7.75,0,0,1,12,8,8,1,8,1,62,46,0
215,e1b29179-074b-4c91-8797-763b76ac618a,2013,551,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,15.56,0,0,2,52,35,50,8,73,5,778,227,0
216,618bedee-9259-4536-b0ff-fec98d2a20de,2014,501,768c92aa-75ff-4a43-bcc0-f2798c2e1724,10.754,0,0,8,37,30,65,12,104,5,699,198,0
217,7d80b51f-1462-442e-aa7f-8c320a62deed,2014,638,768c92aa-75ff-4a43-bcc0-f2798c2e1724,15.108,0,0,6,84,61,65,10,128,6,982,344,0
218,8fc65820-f565-44e2-8635-3e1cdf165bf6,2014,246,768c92aa-75ff-4a43-bcc0-f2798c2e1724,10.39,0,0,2,31,25,41,9,61,4,426,180,0
219,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,2014,36,768c92aa-75ff-4a43-bcc0-f2798c2e1724,42.0,0,0,0,42,0,1,1,9,0,42,6,0
220,cf23126f-055b-4617-819b-bb4bcb84541a,2014,18,768c92aa-75ff-4a43-bcc0-f2798c2e1724,6.0,0,0,1,18,1,7,1,8,1,42,24,0
221,04ca4fb9-194e-47fe-8fc8-adb5790a8e78,2014,348,4809ecb0-abd3-451d-9c4a-92a90b83ca06,10.431,0,0,2,41,23,58,19,84,3,605,257,0
222,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2014,324,4809ecb0-abd3-451d-9c4a-92a90b83ca06,9.024,0,0,2,25,14,84,13,112,5,758,434,0
223,5812204c-6dae-4450-8011-99e0f72864ac,2014,-7,4809ecb0-abd3-451d-9c4a-92a90b83ca06,-4.0,0,0,0,0,0,1,0,1,0,-4,3,0
224,90908a56-901b-466d-8689-943075da96fe,2014,36,4809ecb0-abd3-451d-9c4a-92a90b83ca06,8.905,0,0,2,32,3,21,6,27,1,187,151,0
225,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,2014,93,4809ecb0-abd3-451d-9c4a-92a90b83ca06,11.25,0,0,2,23,21,12,3,22,2,135,42,0
226,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,2014,173,4809ecb0-abd3-451d-9c4a-92a90b83ca06,11.833,0,0,2,38,18,24,3,36,2,284,111,0
227,a212c5d8-67f8-48b9-99be-2c121ee56366,2014,32,4809ecb0-abd3-451d-9c4a-92a90b83ca06,7.237,0,0,6,20,4,38,8,52,1,275,243,0
228,b37b5be9-4771-4368-988f-fb936f4fc0ad,2014,627,4809ecb0-abd3-451d-9c4a-92a90b83ca06,12.866,0,0,4,50,32,67,19,115,10,862,235,0
229,4a38cda2-e92f-47f8-b324-0c34e09d83f2,2014,-4,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,8.364,0,0,1,20,0,11,3,15,0,92,96,0
230,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,2014,3,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,6.833,0,0,1,23,8,18,7,27,1,123,120,0
231,769d7178-df4e-4127-8166-8116165921e8,2014,259,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,10.763,0,0,4,33,19,38,9,75,1,409,150,0
232,97c96dce-9b33-4d0e-ba01-5eb629192d19,2014,0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,15.0,0,0,0,16,0,2,0,2,0,30,30,0
233,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,2014,0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0.0,0,0,0,0,0,0,1,1,0,0,0,0
234,170b4c5f-a345-4899-8d81-e8982b0f3d65,2014,-11,97354895-8c77-4fd4-a860-32e62ea7382a,5.0,0,0,0,7,0,4,0,5,0,20,31,0
235,2142a164-48ad-47d6-bb27-0bc58c6b2e62,2014,666,97354895-8c77-4fd4-a860-32e62ea7382a,13.707,0,0,7,46,46,82,16,131,12,1124,458,0
236,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,2014,541,97354895-8c77-4fd4-a860-32e62ea7382a,10.565,0,0,11,69,69,92,20,134,4,972,431,0
237,39f70428-a78a-494c-8676-438d953c289e,2014,-1,97354895-8c77-4fd4-a860-32e62ea7382a,4.6,0,0,0,11,0,5,0,5,0,23,24,0
238,5707d2b0-ea9e-4a5e-8289-9d52197301d9,2014,585,97354895-8c77-4fd4-a860-32e62ea7382a,12.878,0,0,5,56,56,74,13,119,7,953,368,0
239,973bfe3c-6d0d-4130-a79c-f860650b1da6,2014,126,97354895-8c77-4fd4-a860-32e62ea7382a,7.407,0,0,3,21,19,27,3,42,1,200,74,0
240,9d04accc-a404-406f-b93c-0878410e55a6,2014,11,97354895-8c77-4fd4-a860-32e62ea7382a,7.167,0,0,0,13,0,6,2,8,0,43,32,0
241,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,2014,-3,97354895-8c77-4fd4-a860-32e62ea7382a,4.0,0,0,0,4,0,2,0,6,0,8,11,0
242,f5d20030-d934-45e3-8282-e34c6c83ad84,2014,5,97354895-8c77-4fd4-a860-32e62ea7382a,4.5,0,0,0,11,0,4,0,4,0,18,13,0
243,14ecf9dd-3a77-4847-8e62-407cd1182f1c,2014,29,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,12.333,0,0,0,20,0,3,0,3,0,37,8,0
244,1726a359-9444-4761-a1f2-cb35ee6fa60e,2014,468,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,14.107,0,0,14,76,76,56,15,98,5,790,322,0
245,24cf6148-f0af-4103-a215-e06956764953,2014,-13,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.116,0,0,1,46,22,43,4,59,2,349,362,0
246,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2014,122,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,11.353,0,0,0,50,5,17,2,26,1,193,71,0
247,59fc3367-5514-4616-a93c-06e4365b2293,2014,-6,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,7.963,0,0,2,38,0,27,0,32,0,215,221,0
248,b44773b9-af17-4d6c-a453-132e20849712,2014,206,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,7.419,0,0,1,23,12,62,13,79,5,460,254,0
249,bd8052bd-0898-430b-99c9-2529e895ae79,2014,10,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,7.0,0,0,0,15,0,7,0,10,0,49,39,0
250,c0968ade-8af6-49f3-b812-bf15b6379334,2014,55,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,18.2,0,0,0,30,0,5,0,16,0,91,36,0
251,c9701373-23f6-4058-9189-8d9c085f3c49,2014,727,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,15.087,0,0,4,81,81,69,11,116,6,1041,314,0
252,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,2014,0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,18.0,0,0,0,18,18,1,1,1,1,18,18,0
253,fa26e15f-2375-4acc-aaae-cf32cfe4bc3e,2014,29,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.6,0,0,1,19,0,10,0,15,0,86,57,0
254,40cd928f-f228-4ffd-8179-b27a12e14a44,2014,19,d5a2eb42-8065-4174-ab79-0a6fa820e35e,9.667,0,0,0,19,0,9,0,14,0,87,68,0
255,4b3677f5-712e-43f2-b7bb-51ac6f291b86,2014,366,d5a2eb42-8065-4174-ab79-0a6fa820e35e,17.25,0,0,4,70,34,36,9,72,1,621,255,0
256,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2014,271,d5a2eb42-8065-4174-ab79-0a6fa820e35e,17.444,0,0,5,43,17,18,5,46,3,314,43,0
257,af4ba620-2f00-4b00-9111-7897f2b1cde8,2014,0,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0.0,0,0,0,0,0,0,0,1,0,0,0,0
258,b228c353-bb1f-4ba8-aa6d-d18ecf297259,2014,142,d5a2eb42-8065-4174-ab79-0a6fa820e35e,12.625,0,0,2,32,0,24,3,47,0,303,161,0
259,3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88,2014,206,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,11.125,0,0,1,24,17,24,6,32,3,267,61,0
260,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,2014,12,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,9.579,0,0,0,33,9,19,6,27,1,182,170,0
261,a735765c-3ca8-4557-b06e-a30fd415982c,2014,600,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,15.653,0,0,11,53,39,49,13,92,11,767,167,0
262,16e33176-b73e-49b7-b0aa-c405b47a706e,2014,1098,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,13.163,0,0,5,63,63,129,33,181,13,1698,600,0
263,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2014,33,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,11.0,0,0,1,17,0,3,0,5,0,33,0,0
264,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,2014,359,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,21.115,0,0,4,94,94,26,8,49,8,549,190,0
265,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2014,0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0.0,0,0,0,-6,0,0,0,0,0,-6,-6,0
266,f5d20030-d934-45e3-8282-e34c6c83ad84,2014,-12,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,6.0,0,0,0,13,0,6,3,8,0,36,48,0
267,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,2014,487,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.151,0,0,2,47,47,53,7,86,2,644,157,0
268,b8426cea-f8b9-4061-8d56-e70d1230103e,2014,975,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,16.402,0,0,5,73,73,82,11,131,7,1345,370,0
269,bd413539-9351-454e-9d61-4e8635d7e9f5,2014,10,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,6.556,0,0,0,20,2,18,8,22,2,118,108,0
270,cc745cc3-d52a-454b-98c8-ac9155a9405c,2014,228,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,13.621,0,0,5,41,41,29,8,50,8,395,167,0
271,f404283a-7c04-4a1c-899c-3243424a8d70,2014,236,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,13.875,0,0,2,79,79,32,3,49,3,444,208,0
272,0fd32417-8410-4a8f-8919-386c433bca43,2014,389,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,11.417,0,0,1,54,48,48,5,81,2,548,159,0
273,10952a8e-9da1-447b-a016-c699db00c5f0,2014,472,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,13.275,0,0,7,63,63,51,8,97,6,677,205,0
274,4c3c6b63-aa1f-4452-9d1d-662073f06142,2014,244,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,11.405,0,0,6,37,30,37,6,68,1,422,178,0
275,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,2014,65,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,11.444,0,0,3,63,63,18,2,31,2,206,141,0
276,5c48ade7-4b9a-4757-9643-87a6e3839e2b,2014,837,82d2d380-3834-4938-835f-aec541e5ece7,15.921,0,0,3,76,76,76,12,127,6,1210,373,0
277,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,2014,55,82d2d380-3834-4938-835f-aec541e5ece7,9.1,0,0,2,25,8,10,2,16,1,91,36,0
278,cbf1cdba-d165-45f7-a695-5e0971dd9042,2014,38,82d2d380-3834-4938-835f-aec541e5ece7,7.533,0,0,1,22,11,15,2,18,1,113,75,0
279,441e8866-33f1-4820-9fa3-3aa2c7535975,2014,350,d26a1ca5-722d-4274-8f97-c92e49c96315,12.544,0,0,1,48,36,57,8,93,6,715,365,0
280,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,2014,482,d26a1ca5-722d-4274-8f97-c92e49c96315,14.127,0,0,6,68,61,63,12,106,4,890,408,0
281,f636d7ce-05f9-43d7-b63f-351acb5c2a70,2014,320,d26a1ca5-722d-4274-8f97-c92e49c96315,17.786,0,0,7,75,75,28,7,67,3,498,178,0
282,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2014,977,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,14.586,0,0,9,86,86,111,39,184,11,1619,642,0
283,6ef43c53-53d7-4b0f-ad99-17664d663ae8,2014,29,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,12.333,0,0,0,38,1,6,1,6,1,74,45,0
284,f7841baa-9284-4c03-b698-442570651c6c,2014,43,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,9.529,0,0,3,51,51,34,7,44,2,324,281,0
285,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,2014,7,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,11.5,0,0,0,14,0,2,0,4,0,23,16,0
286,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2014,1051,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,13.901,0,0,2,48,42,101,19,141,9,1404,353,0
287,2958ea86-e2dc-4719-93e5-cc9d093ca963,2014,141,6680d28d-d4d2-49f6-aace-5292d3ec02c2,16.25,0,0,2,48,0,16,2,28,0,260,119,0
288,35823109-daf1-4825-92b8-564271398ecb,2014,-13,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6.783,0,0,2,30,0,23,6,31,0,156,169,0
289,65f91b8b-6794-4273-bf42-4d00b5973ddd,2014,0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0.0,0,0,0,0,0,0,0,1,0,0,0,0
